"","SNF2_1","SNF2_2","SNF2_3","SNF2_4","SNF2_5","WT_1","WT_2","WT_3","WT_4","WT_5"
"YLL027W",1726,1158,1218,1710,1210,762,872,833,1316,854
"YLL026W",4964,6507,8876,6369,5909,7895,6908,5832,15827,5841
"tP(UGG)L",1,0,0,0,0,0,1,0,0,0
"YLL025W",104,80,76,109,75,42,48,37,55,30
"YLL024C",7687,8012,7984,8339,6214,6405,8163,6722,11482,7983
"YLL023C",2435,1994,1906,2370,1577,762,1020,974,1573,953
"YLL022C",986,808,905,1062,654,373,464,364,569,511
"YLL021W",1945,1671,1882,2342,1273,756,1214,768,1302,1190
"YLL020C",60,28,33,70,33,7,20,26,26,13
"YLL019C",1113,846,805,1037,633,467,670,606,872,456
"YLL019W-A",0,0,0,0,0,0,0,0,0,0
"YLL018C-A",454,421,371,387,320,298,303,249,434,303
"YLL018C",5297,5147,5476,6098,3492,3622,4175,3307,5280,4172
"YLL017W",126,116,75,155,89,40,70,59,94,79
"YLL016W",619,396,413,534,271,170,357,299,388,300
"YLL015W",2074,1711,1742,2338,1336,960,1274,1149,1775,1224
"YLL014W",692,575,560,775,545,254,570,445,682,483
"YLL013C",338,391,334,548,210,243,249,216,311,227
"YLL012W",493,392,406,517,383,345,581,424,523,692
"YLL011W",201,120,180,197,149,151,462,214,279,503
"YLL010C",966,771,872,1048,576,534,690,554,787,717
"YLL009C",480,389,380,553,366,290,456,421,684,409
"YLL008W",577,468,493,726,278,397,1199,518,733,1275
"YLL007C",277,218,220,255,173,119,258,193,239,221
"YLL006W-A",8,3,1,5,3,2,7,1,9,4
"YLL006W",297,267,301,349,224,155,257,216,310,221
"YLL005C",368,219,251,354,219,112,254,238,282,211
"YLL004W",176,121,132,164,97,61,155,120,126,190
"YLL003W",579,446,514,671,346,175,359,285,362,315
"YLL002W",352,265,235,355,199,90,192,156,212,199
"YLL001W",1249,851,909,1344,718,439,630,585,830,612
"YLR001C",940,719,733,1041,543,276,380,396,487,334
"YLR002C",409,274,312,456,201,219,669,376,498,771
"YLR003C",175,84,114,194,82,68,367,193,215,344
"YLR004C",200,207,222,222,162,78,118,105,169,142
"YLR005W",977,770,794,1073,587,336,597,480,618,531
"YLR006C",1597,1139,1171,1594,879,574,924,728,1163,826
"YLR007W",675,509,463,642,465,283,462,384,517,476
"YLR008C",332,246,252,348,199,201,481,315,451,472
"YLR009W",603,409,530,662,299,284,1083,635,759,1227
"YLR010C",121,65,70,102,90,45,64,68,70,74
"tS(AGA)L",0,0,0,0,0,0,0,0,0,0
"YLR011W",478,435,322,523,294,175,213,192,294,209
"YLR012C",12,14,10,15,2,1,3,2,3,1
"YLR013W",2,0,1,2,0,1,0,0,0,3
"YLR014C",117,65,85,122,65,44,131,75,97,127
"YLR015W",308,349,297,403,220,148,278,196,304,271
"YLR016C",574,514,433,532,431,249,421,272,483,381
"YLR017W",613,641,578,695,498,438,660,447,739,702
"YLR018C",599,543,444,579,393,277,466,306,453,459
"YLR019W",2089,1649,1567,2007,1189,1039,1178,1000,1459,1201
"YLR020C",918,718,749,1029,556,331,655,465,672,639
"YLR021W",442,422,353,473,342,196,284,251,436,278
"YLR022C",416,275,266,359,233,145,329,277,381,358
"YLR023C",1124,963,841,1146,690,487,718,592,799,630
"YLR024C",447,427,436,533,289,292,377,363,480,360
"YLR025W",2187,1833,1870,2648,1559,1052,1257,1063,1707,1259
"YLR026C",820,676,640,872,607,357,572,453,684,535
"YLR027C",6213,5606,5384,6254,4454,2767,2961,2574,4420,2767
"snR30",507,502,439,454,624,211,408,355,433,449
"YLR028C",5114,4604,4775,5497,3803,2808,3368,2944,4591,3275
"YLR029C",16792,17019,16967,19784,12935,10560,15188,10793,18805,15804
"YLR030W",190,136,143,190,124,60,102,77,105,89
"YLR031W",65,37,54,72,32,14,45,29,59,28
"YLR032W",501,358,450,482,293,208,334,261,337,324
"YLR033W",959,750,781,1015,556,320,652,549,662,663
"YLR034C",899,705,787,1025,622,384,730,595,822,768
"YLR035C",405,270,305,380,222,132,253,180,271,207
"tA(UGC)L",2,0,0,1,0,0,0,0,0,0
"YLR035C-A",1,0,0,0,0,0,1,1,3,0
"YLR036C",378,213,171,358,194,90,198,162,244,189
"YLR037C",259,193,183,262,140,56,80,93,119,70
"YLR038C",680,538,468,745,482,216,338,331,467,275
"YLR039C",649,473,530,681,397,212,499,367,498,415
"YLR040C",192,123,128,170,97,84,139,129,176,110
"YLR041W",26,14,13,26,12,8,16,10,19,11
"YLR042C",148,107,109,167,101,25,102,75,83,97
"YLR043C",3555,2967,3022,3800,2696,1369,2186,1868,3043,2146
"YLR044C",110825,115555,126204,122586,81621,95532,88057,73947,140201,92830
"YLR045C",1039,938,1018,1185,704,418,677,495,801,628
"YLR046C",381,335,319,432,279,118,185,161,250,175
"YLR047C",232,215,205,234,129,129,190,142,227,154
"YLR048W",11305,9639,11159,11144,8192,7058,11709,8219,13581,11716
"YLR049C",622,440,414,560,319,122,221,194,253,188
"YLR050C",1164,992,828,1148,792,329,399,314,516,416
"YLR051C",402,309,334,462,287,150,417,240,319,454
"YLR052W",657,502,488,656,401,277,565,425,646,546
"YLR053C",51,33,28,50,32,18,47,35,42,65
"YLR054C",187,162,140,215,142,61,38,43,144,36
"YLR055C",1721,1429,1456,1837,1146,750,822,612,987,866
"YLR056W",3293,3458,2923,3451,2641,3044,4719,2991,5065,5019
"YLR057W",559,477,504,629,387,199,331,246,329,345
"YLR058C",1637,1607,1890,1688,1680,6194,2991,2787,9708,3279
"YLR059C",1015,827,813,934,736,521,685,553,873,773
"YLR060W",3542,3438,3662,3829,2596,2510,3660,2768,4282,3641
"YLR061W",14,12,8,11,13,5,20,4,14,20
"YLR062C",62,14,48,51,13,10,68,66,58,70
"YLR063W",56,45,38,44,32,22,90,30,56,97
"YLR064W",652,464,515,632,429,259,483,419,656,451
"YLR065C",1288,1008,983,1412,938,545,918,719,1213,976
"YLR066W",1255,1000,966,1285,990,509,795,649,1126,734
"YLR067C",336,261,282,364,196,123,359,227,273,362
"YLR068W",108,93,103,176,77,52,238,126,141,207
"YLR069C",1348,1123,1009,1330,792,767,877,868,1219,896
"YLR070C",466,395,359,519,278,161,195,172,249,159
"YLR071C",1152,855,773,1181,595,430,795,516,792,802
"YLR072W",1489,1281,1220,1614,996,668,760,658,947,727
"YLR073C",24,27,21,41,23,23,76,40,37,90
"YLR074C",1022,695,583,855,607,564,1116,756,1071,1378
"YLR075W",10703,10112,9967,10782,7590,5551,9744,6817,11135,10367
"YLR076C",541,281,324,478,271,71,380,296,391,363
"YLR077W",1001,916,865,1097,653,478,551,462,755,594
"YLR078C",909,684,679,967,585,303,484,387,630,442
"YLR079W",1933,1375,1389,1837,1280,459,961,810,1010,920
"YLR080W",458,432,388,502,314,143,141,161,286,129
"YLR081W",169,127,126,163,101,87,120,124,174,102
"YLR082C",387,267,293,389,220,83,227,152,242,231
"YLR083C",1534,1209,1302,1767,805,852,1648,1120,1567,1618
"YLR084C",763,478,449,721,368,279,491,419,474,467
"YLR085C",847,625,628,832,540,306,447,421,572,432
"YLR086W",814,706,758,970,498,357,544,446,591,543
"YLR087C",714,506,575,693,382,294,463,375,502,398
"YLR088W",828,584,701,891,502,317,600,428,694,563
"YLR089C",2160,1702,1641,2192,1319,1818,2176,2235,3307,1920
"YLR090W",831,683,683,848,469,477,628,579,782,615
"YLR091W",521,394,395,544,282,156,257,214,249,225
"YLR092W",1028,828,833,943,706,293,397,368,534,374
"YLR093C",2217,1659,1554,2189,1252,675,990,995,1519,999
"YLR094C",806,562,539,749,475,353,418,360,546,472
"YLR095C",1471,1296,1259,1673,1080,575,842,671,965,803
"YLR096W",1061,887,823,1234,676,584,1106,706,995,1038
"YLR097C",513,386,458,449,328,162,264,241,379,252
"YLR098C",388,323,331,415,244,127,278,191,270,245
"YLR099C",799,662,610,864,538,528,854,626,898,806
"YLR099W-A",1106,1012,1031,1114,1271,429,460,350,757,536
"YLR100W",1383,1344,1168,1491,989,718,959,799,1192,900
"YLR101C",57,48,47,60,31,15,33,32,42,31
"YLR102C",357,367,297,394,256,167,196,164,244,181
"YLR103C",362,247,309,393,241,125,178,118,178,166
"YLR104W",641,472,393,695,476,220,346,321,431,357
"YLR105C",814,644,679,880,529,264,429,360,507,457
"snR79",7,7,4,7,4,3,7,8,4,8
"YLR106C",3376,2785,3348,3988,2007,1791,3319,2090,3079,3826
"YLR107W",467,410,483,518,374,194,423,289,513,383
"snR6",0,0,0,0,0,0,1,1,0,0
"YLR108C",1301,751,668,1327,527,141,280,251,285,253
"YLR109W",42354,42380,39123,46237,33884,19783,17714,18746,30321,18935
"YLR110C",98558,94630,85499,110156,75021,57878,64523,58381,98493,73309
"YLR111W",196,130,144,192,101,8,15,14,18,10
"YLR112W",313,244,189,281,192,41,80,61,83,54
"YLR113W",4570,3670,3544,4165,3038,2455,3198,2714,4392,3262
"tR(ACG)L",0,0,0,0,0,0,0,0,0,0
"YLR114C",1727,1545,1881,2103,1169,958,1159,846,1189,1311
"YLR115W",665,531,569,674,374,263,486,357,488,404
"YLR116W",694,653,572,765,415,355,515,352,527,503
"YLR117C",936,570,642,957,445,227,545,389,544,485
"YLR118C",773,662,587,848,511,302,432,394,614,390
"YLR119W",318,226,224,347,215,80,182,185,194,158
"YLR120C",2977,2522,2479,2828,2155,2084,3109,2426,4847,2320
"YLR120W-A",44,40,22,49,32,22,29,33,58,42
"YLR121C",1871,1811,1690,1797,1393,1372,1328,968,2412,1121
"YLR122C",42,27,39,52,34,18,22,15,32,18
"YLR123C",16,17,11,18,15,9,15,14,14,18
"YLR124W",26,19,15,24,16,15,34,27,32,25
"YLR125W",86,71,66,86,33,31,65,50,68,30
"YLR126C",564,456,434,547,309,160,355,282,391,373
"YLR127C",591,452,423,592,354,163,427,331,424,343
"YLR128W",277,238,174,254,229,140,180,153,273,165
"YLR129W",508,368,409,505,274,299,887,422,517,921
"YLR130C",1376,1039,1006,1326,875,752,1257,932,1359,1263
"YLR131C",768,617,573,1054,502,455,490,424,602,511
"YLR132C",374,296,254,414,243,133,180,179,329,168
"YLR133W",1098,815,875,1046,627,544,568,571,829,509
"YLR134W",393,331,359,463,250,172,213,185,249,256
"YLR135W",435,327,335,438,260,107,201,170,248,177
"YLR136C",248,236,223,237,172,235,612,385,682,556
"YLR137W",776,697,649,862,565,191,317,261,350,340
"YLR138W",3094,2833,3389,4027,2122,1484,1868,1405,2266,1660
"YLR139C",490,334,346,441,241,169,308,229,308,290
"YLR140W",25,8,12,25,15,9,6,9,15,12
"YLR141W",470,468,417,502,350,160,208,160,258,207
"YLR142W",266,253,199,302,170,151,158,151,268,94
"tD(GUC)L1",0,0,0,0,0,0,0,0,0,0
"YLR143W",501,404,411,488,333,212,389,271,415,391
"YLR144C",633,585,585,741,435,268,416,376,532,370
"YLR145W",338,199,218,388,232,97,204,178,252,198
"YLR146C",635,421,397,556,323,250,511,356,536,531
"YLR146W-A",286,198,200,269,198,78,154,100,186,137
"YLR147C",445,351,267,449,261,192,283,245,326,285
"YLR148W",561,375,513,559,336,178,339,288,427,313
"YLR149C",1526,1115,918,1563,791,479,412,584,783,343
"YLR149C-A",38,40,19,36,24,22,34,25,32,52
"YLR150W",19351,18124,19656,21883,12908,13828,16535,12028,20726,17977
"YLR151C",844,625,628,1012,439,157,249,214,325,155
"YLR152C",608,528,436,636,400,359,556,476,765,515
"YLR153C",6899,5499,5329,6414,3982,2901,3570,2926,4262,3490
"YLR154C",512,475,377,485,411,149,231,197,228,259
"tQ(UUG)L",0,0,0,1,0,0,1,0,0,0
"RDN25-1",0,0,0,0,0,0,0,0,0,0
"RDN37-1",0,0,0,0,0,0,0,0,0,0
"YLR154W-A",0,0,0,0,0,0,0,0,0,0
"YLR154W-B",0,0,0,0,0,0,0,0,0,0
"YLR154W-C",0,0,0,0,0,0,0,0,0,0
"RDN58-1",0,0,0,0,0,0,0,0,0,0
"YLR154W-E",0,0,0,0,0,0,0,0,0,0
"YLR154W-F",0,0,0,0,0,0,0,0,0,0
"RDN18-1",0,0,0,0,0,0,0,0,0,0
"RDN5-1",3,0,3,5,3,0,3,3,1,0
"RDN37-2",0,0,0,0,0,0,0,0,0,0
"RDN25-2",0,0,0,0,0,0,0,0,0,0
"YLR154C-G",0,0,0,0,0,0,0,0,0,0
"RDN58-2",0,0,0,0,0,0,0,0,0,0
"RDN18-2",0,0,0,0,0,0,0,0,0,0
"RDN5-2",0,0,0,0,0,0,0,0,0,0
"YLR154C-H",0,0,0,0,0,0,0,0,0,0
"YLR155C",0,0,0,0,0,0,0,0,0,0
"YLR156W",0,0,0,0,0,0,0,0,0,0
"RDN5-3",0,0,0,0,0,0,0,0,0,0
"YLR156C-A",0,0,0,0,0,0,0,0,0,0
"YLR157C",0,0,0,0,0,0,0,0,0,0
"YLR157W-D",0,0,0,0,0,0,0,0,0,0
"YLR157C-B",0,0,0,0,0,0,0,1,1,1
"YLR157C-A",0,0,0,0,0,0,0,0,0,0
"YLR157W-E",0,0,0,0,0,0,0,0,0,0
"RDN5-4",0,0,0,0,0,0,0,0,0,0
"YLR157C-C",0,0,0,0,0,0,0,0,0,0
"YLR158C",0,0,0,0,0,0,0,0,0,0
"YLR159W",0,0,0,0,0,0,0,0,0,0
"RDN5-5",0,0,0,0,0,0,0,0,0,0
"YLR159C-A",0,0,0,0,0,0,0,0,0,0
"YLR160C",0,0,0,0,0,0,0,0,0,0
"YLR161W",0,0,0,0,0,0,0,0,0,0
"RDN5-6",0,2,0,0,0,0,0,0,0,0
"YLR162W",3,4,5,7,14,1,4,2,3,3
"YLR162W-A",11,5,8,14,21,3,4,11,8,6
"YLR163C",792,684,576,894,519,362,538,489,651,474
"YLR163W-A",0,0,0,0,0,0,0,0,0,0
"YLR164W",332,246,206,295,197,94,111,167,201,127
"YLR165C",297,215,182,280,201,96,178,166,235,205
"YLR166C",762,518,528,728,440,247,550,440,548,480
"YLR167W",45270,40961,43845,50282,35402,28821,41166,30833,53534,45306
"YLR168C",319,225,246,300,228,164,210,224,280,252
"YLR169W",235,188,174,288,160,62,114,123,143,97
"YLR170C",0,0,0,0,0,0,0,0,0,0
"YLR171W",0,1,1,2,1,3,2,1,2,2
"YLR172C",1407,1151,1225,1446,998,751,1356,878,1497,1447
"YLR173W",721,667,533,742,458,393,416,369,637,414
"YLR174W",258,183,198,296,137,83,112,94,133,95
"YLR175W",4005,3273,3677,4714,2568,2908,4869,3231,4568,6094
"YLR176C",490,384,342,556,292,267,338,295,399,293
"YLR177W",2929,2037,1869,2741,1514,1570,2267,2122,3499,1815
"YLR178C",2007,1606,1386,1957,1434,1164,811,1157,2178,769
"YLR179C",3817,3593,3385,3905,3131,2681,2683,2269,3781,2845
"YLR180W",3915,3365,3482,3797,2608,4323,4656,3196,5777,5402
"YLR181C",1061,927,998,1305,750,373,572,445,645,563
"YLR182W",1147,756,869,1168,621,361,763,587,692,637
"YLR183C",458,298,351,436,259,149,254,206,258,281
"YLR184W",1,4,0,0,1,1,1,0,1,2
"YLR185W",6473,5367,4543,6478,5523,3114,5941,4862,7295,6790
"YLR186W",697,549,542,622,498,386,969,592,708,1072
"YLR187W",434,391,366,463,323,172,319,171,285,284
"YLR188W",1204,1085,1115,1224,845,535,693,547,912,733
"YLR189C",1464,1173,1312,1758,779,560,675,569,903,599
"YLR190W",794,522,480,744,396,358,672,445,621,647
"YLR191W",617,413,434,654,372,178,318,267,361,301
"YLR192C",5125,4348,5249,6252,3435,1849,3058,2453,3491,2978
"YLR193C",550,425,382,599,337,140,303,212,325,282
"YLR194C",3241,3061,2497,2944,2571,3851,2763,2521,8878,2413
"YLR195C",978,683,753,923,570,398,726,553,821,700
"YLR196W",1356,1125,1188,1488,847,857,1867,945,1482,2143
"YLR197W",2154,1654,1675,2506,1211,1263,2600,1657,2329,2963
"YLR198C",37,10,30,56,20,8,42,37,30,27
"YLR199C",509,345,339,464,294,161,310,265,355,320
"YLR200W",700,481,508,703,424,259,481,419,568,495
"YLR201C",681,510,517,651,419,224,424,369,495,358
"YLR202C",55,23,32,55,32,10,41,39,47,34
"YLR203C",1441,1085,954,1515,891,782,1030,975,1317,1013
"YLR204W",1152,1004,838,1248,804,620,662,640,936,726
"YLR205C",385,245,228,357,224,132,235,259,352,253
"YLR206W",3686,3185,2726,4248,2141,1950,1990,1759,2782,1922
"YLR207W",1450,1178,1124,1484,902,550,761,615,993,704
"YLR208W",2786,2420,2421,3017,1856,1333,1777,1432,2183,1845
"YLR209C",976,797,704,979,669,351,543,476,791,550
"YLR210W",269,214,220,257,172,79,149,84,175,160
"YLR211C",303,159,211,283,167,83,102,113,167,93
"YLR212C",630,481,529,659,436,228,307,256,365,330
"YLR213C",561,388,400,564,343,77,185,130,199,195
"YLR214W",1308,1007,1042,1407,808,963,2359,1518,2216,2416
"YLR215C",243,188,217,230,180,112,260,143,221,231
"YLR216C",1943,1907,1957,2177,1474,1318,1360,1289,2272,1282
"YLR217W",1,2,0,3,0,0,1,1,0,1
"YLR218C",952,934,880,1071,699,546,506,462,755,453
"YLR219W",2233,1783,1692,2264,1179,955,1072,896,1391,1056
"YLR220W",2105,1560,1554,2261,1260,847,1028,977,1326,1029
"YLR221C",806,531,543,899,443,371,880,588,790,964
"YLR222C",419,293,297,414,250,278,756,382,579,877
"YLR222C-A",15,14,18,15,15,12,31,18,17,18
"YLR223C",465,329,382,525,259,211,527,214,303,610
"YLR224W",1999,1455,1299,1935,1118,651,987,821,1079,946
"YLR225C",1634,1141,1127,1737,980,738,1135,1013,1393,1167
"YLR226W",200,119,140,243,99,51,150,106,138,138
"YLR227C",326,255,241,365,243,143,268,185,261,242
"tL(UAG)L1",0,2,1,1,0,0,5,2,10,4
"YLR227W-B",19,9,20,13,3,40,56,70,84,63
"YLR227W-A",0,0,0,0,0,0,0,0,0,0
"YLR228C",1588,1374,1278,1813,977,769,975,773,1231,976
"YLR229C",1793,1453,1335,1835,1243,718,1045,878,1339,1089
"YLR230W",158,97,120,118,73,54,101,77,112,110
"tI(UAU)L",1,0,0,0,0,0,2,1,1,0
"YLR231C",784,729,703,875,540,316,307,306,521,307
"YLR232W",7,2,3,5,5,3,3,1,2,2
"YLR233C",254,185,225,282,151,75,183,107,168,100
"YLR234W",161,127,126,133,80,78,89,67,117,80
"YLR235C",0,0,0,0,0,0,0,0,0,0
"YLR236C",15,14,18,10,11,8,9,8,14,9
"YLR237W",599,504,437,620,393,244,414,257,400,393
"YLR238W",641,456,464,753,386,186,342,237,402,344
"YLR239C",492,394,392,580,314,218,357,295,502,340
"YLR240W",685,620,582,745,455,286,366,345,499,331
"YLR241W",1654,1359,1368,1868,979,760,976,841,1310,852
"YLR242C",240,158,167,211,151,80,207,131,185,190
"YLR243W",387,269,258,392,232,147,385,265,332,400
"YLR244C",2095,1568,1599,1939,1523,1322,2731,1833,2863,2792
"YLR245C",236,136,131,149,122,101,140,102,160,108
"YLR246W",485,431,342,508,315,149,250,215,397,232
"tL(CAA)L",2,1,4,5,2,2,4,7,12,14
"YLR247C",918,874,1067,1233,713,382,612,502,825,567
"YLR248W",3250,2601,2842,3643,1958,1409,1723,1474,2372,1581
"YLR249W",30606,25770,30609,32495,19067,21720,37520,24072,39374,37418
"YLR250W",2201,1758,1769,2466,1523,600,901,899,1314,869
"YLR251W",371,278,241,388,220,147,225,192,326,222
"YLR252W",176,118,115,186,107,54,68,112,130,72
"YLR253W",1078,862,838,1128,652,507,660,567,809,700
"YLR254C",592,419,449,636,367,218,307,270,365,309
"YLR255C",26,33,29,35,26,13,8,7,11,7
"YLR256W",2329,2420,2449,2684,1835,1858,2376,1795,2782,2081
"YLR256W-A",23,28,28,31,25,20,19,18,30,24
"tA(AGC)L",0,0,0,1,0,0,1,0,3,1
"YLR257W",6021,4822,5546,7162,3507,3448,4430,4548,6823,3601
"YLR258W",2095,1842,1769,2089,1186,4883,3509,4911,7763,2677
"YLR259C",6131,6075,6533,6806,4385,4817,4892,4276,7205,4566
"YLR260W",868,662,677,868,518,196,416,305,440,434
"YLR261C",3,1,1,2,5,0,1,2,2,1
"YLR262C",434,322,309,467,260,165,265,226,326,262
"YLR262C-A",1891,1443,1651,2260,1381,732,1473,1097,1619,1400
"YLR263W",203,158,184,270,132,74,131,92,123,141
"YLR264W",788,922,1059,915,825,1267,1744,996,1926,1907
"YLR264C-A",372,237,470,412,358,304,830,578,789,758
"YLR265C",262,180,204,264,149,85,216,193,249,156
"YLR266C",775,523,559,653,428,263,459,383,535,417
"YLR267W",401,276,235,390,205,245,216,364,471,155
"YLR268W",1207,959,870,1163,763,466,848,652,974,824
"YLR269C",123,75,40,120,83,44,57,68,86,79
"YLR270W",1353,1065,1029,1481,778,591,695,723,1166,540
"YLR271W",358,297,316,388,214,141,217,171,356,174
"YLR272C",376,325,353,468,269,181,305,236,317,351
"tV(AAC)L",1,1,0,1,1,0,1,2,0,0
"YLR273C",333,238,224,332,175,49,87,103,107,81
"YLR274W",955,797,693,944,534,329,541,434,590,521
"YLR275W",227,143,147,244,164,60,180,131,148,150
"YLR276C",915,725,745,1088,520,589,1510,906,1088,1704
"YLR277C",582,428,478,554,366,259,481,324,438,437
"YLR278C",1342,1228,1076,1561,874,643,987,720,1132,870
"YLR279W",89,80,57,84,66,18,28,13,31,24
"YLR280C",0,0,0,0,0,0,0,0,0,0
"YLR281C",59,43,38,46,43,18,22,18,28,25
"YLR282C",7,3,4,7,2,2,2,2,7,3
"YLR283W",291,230,205,339,171,81,158,124,186,131
"YLR284C",476,350,317,485,289,206,294,326,396,247
"YLR285W",965,708,801,931,591,400,733,546,834,719
"YLR285C-A",293,100,183,181,190,86,253,205,232,205
"YLR286C",9766,8201,7359,8988,6372,6431,8393,7010,11465,7883
"YLR286W-A",0,0,0,0,0,0,0,0,0,0
"YLR287C",207,190,209,236,157,112,271,177,223,254
"YLR287C-A",5922,4909,4574,6850,4143,2498,5266,4100,6194,5368
"YLR288C",541,453,387,526,353,223,300,220,361,319
"YLR289W",355,269,262,356,219,116,166,182,237,188
"YLR290C",579,332,386,601,327,114,278,272,368,228
"YLR291C",690,616,602,786,420,320,639,505,627,646
"YLR292C",776,597,630,816,513,327,583,512,674,624
"YLR293C",8326,7660,7441,9440,6039,4648,6553,5025,7943,6754
"YLR294C",456,277,281,436,314,120,244,231,340,200
"YLR295C",886,773,664,981,678,320,521,535,683,544
"YLR296W",9,10,8,9,5,0,1,1,0,1
"YLR297W",178,112,105,166,95,64,106,95,152,91
"YLR298C",656,399,476,651,384,170,334,284,350,328
"YLR299W",1685,1345,1329,1855,974,705,634,658,1058,583
"YLR299C-A",0,0,0,0,0,0,0,0,0,0
"YLR300W",3859,2890,2947,3108,2468,4215,6578,5549,7412,6598
"YLR301W",1895,1793,1985,2102,1444,978,1213,930,1594,1220
"tL(UAG)L2",0,0,0,0,0,0,0,0,0,0
"YLR302C",0,0,0,0,0,0,0,0,0,0
"YLR303W",0,0,0,0,0,0,0,0,0,0
"tI(AAU)L1",0,0,0,0,0,0,0,0,0,0
"YLR304C",4422,3697,3944,4066,2829,3325,4298,4007,5479,3454
"YLR305C",1737,1459,1466,1815,1099,746,1171,843,1369,1124
"YLR306W",289,152,227,252,163,79,170,154,222,147
"YLR307W",100,46,44,80,42,9,17,11,18,13
"YLR307C-A",6,1,2,3,3,1,1,3,3,2
"YLR308W",3,3,1,3,0,0,3,6,5,5
"YLR309C",1198,993,1291,1787,693,424,710,585,770,652
"YLR310C",1847,1399,1551,2304,1033,701,1167,900,1219,1079
"YLR311C",55,16,29,34,26,2,11,18,10,11
"YLR312C",523,340,341,568,257,76,96,106,131,96
"YLR312W-A",486,338,311,417,299,168,342,286,399,339
"YLR313C",225,169,166,215,126,44,99,86,90,86
"YLR314C",3751,2897,3144,4145,2183,1401,2046,1716,2391,2006
"YLR315W",140,123,103,131,95,59,74,56,94,75
"YLR316C",437,400,375,444,329,204,270,203,314,249
"YLR317W",1,0,0,0,0,0,0,0,0,1
"YLR318W",174,94,100,145,80,47,125,89,124,114
"YLR319C",641,514,524,748,387,249,410,311,399,455
"YLR320W",498,358,386,517,285,159,369,250,347,315
"YLR321C",455,332,353,460,314,167,357,276,335,334
"YLR322W",1,0,0,0,0,0,0,0,2,1
"YLR323C",271,223,235,305,188,76,165,105,203,145
"YLR324W",1579,1414,1440,1860,968,603,656,697,914,557
"YLR325C",9015,6939,7271,9592,5873,3900,8586,6177,9631,8699
"YLR326W",457,372,316,460,308,86,170,142,219,172
"YLR327C",1742,1142,918,1609,755,3649,2074,4449,6347,1388
"tS(GCU)L",3,2,0,0,0,1,0,0,2,0
"YLR328W",1221,909,770,1215,715,528,1009,780,1198,918
"YLR329W",112,67,73,104,52,30,49,63,88,64
"YLR330W",5553,4529,5005,6474,3456,2455,2897,2609,3969,2732
"YLR331C",10,4,4,9,4,1,8,1,9,7
"YLR332W",2807,2255,1935,2874,1769,839,1215,920,1610,1108
"tD(GUC)L2",1,1,0,0,0,0,0,0,0,0
"snR61",16,18,15,23,21,23,37,28,26,27
"snR55",26,11,6,18,12,5,12,10,18,6
"snR57",56,20,36,40,25,7,37,26,28,23
"YLR333C",4162,3467,3520,4126,2917,2021,3908,2969,4580,3756
"YLR334C",2,1,2,2,2,0,6,2,5,7
"tE(UUC)L",0,0,0,1,0,0,0,1,0,0
"YLR335W",1758,1339,1368,1826,1071,784,1320,929,1457,1284
"YLR336C",227,156,218,227,135,87,307,143,217,269
"YLR337C",2098,1857,1655,2468,1229,1643,1117,1046,1775,994
"YLR338W",3,5,1,3,1,1,1,0,3,3
"YLR339C",10,13,3,15,7,3,10,8,6,15
"YLR340W",21315,22036,22825,26117,16518,14101,15902,12401,21577,17889
"YLR341W",132,82,106,165,79,19,51,45,48,62
"YLR342W",12478,10962,11011,13435,7681,6354,8313,7164,10132,8124
"YLR342W-A",247,30,128,153,62,23,109,106,96,103
"YLR343W",354,248,236,387,218,137,320,252,297,371
"tR(CCG)L",0,0,0,0,0,0,0,1,0,0
"YLR344W",6010,5150,4637,5904,4536,3246,5668,4315,6900,6393
"YLR345W",1764,1398,1314,1813,1009,646,815,888,1358,737
"YLR346C",35,24,24,31,19,79,99,113,171,94
"YLR347C",876,677,668,860,459,541,841,515,876,791
"YLR347W-A",0,0,0,0,0,0,0,0,0,0
"YLR348C",2356,2169,2027,2530,1702,667,713,696,1001,856
"YLR349W",75,40,47,53,44,19,25,25,34,41
